Temporada,Nombre,Goles
2015-2016,Lekue,1
2015-2016,Elustondo,1
2015-2016,Beñat,1
2015-2016,Samu Castillejo,1
2015-2016,Musacchio,1
2015-2016,Jaume Costa,1
2015-2016,Vietto,1
2015-2016,Juanfran,1
2015-2016,De Marcos,1
2015-2016,Giménez,1
2015-2016,Gabi,1
2015-2016,Filipe Luis,1
2015-2016,Kroos,1
2015-2016,Pepe,1
2015-2016,Casemiro,1
2015-2016,Vermaelen,1
2015-2016,Rafinha,1
2015-2016,Iniesta,1
2015-2016,Zurutuza,1
2015-2016,Godín,1
2015-2016,Fontàs,1
2015-2016,Tiago,1
2015-2016,Beauvue,1
2015-2016,Augusto,1
2015-2016,Illarramendi,1
2015-2016,Elustondo,1
2015-2016,Bautista,1
2015-2016,Tighadouini,1
2015-2016,Ricca,1
2015-2016,Juankar,1
2015-2016,Chori Castro,1
2015-2016,Duda,1
2015-2016,Reyes,1
2015-2016,Pablo Fornals,1
2015-2016,Markel Bergara,1
2015-2016,Krohn-Dehli,1
2015-2016,Diego González,1
2015-2016,Escudero,1
2015-2016,Coke,1
2015-2016,Carriço,1
2015-2016,Jonny,1
2015-2016,Juan Muñoz,1
2015-2016,Hugo Mallo,1
2016-2017,Messi,37
2016-2017,Luis Suárez,28
2016-2017,Cristiano Ronaldo,25
2016-2017,Iago Aspas,19
2016-2017,Griezmann,16
2016-2017,Aduriz,16
2016-2017,Morata,14
2016-2017,Sandro,14
2016-2017,Neymar,13
2016-2017,Gerard Moreno,13
2016-2017,Rubén Castro,13
2016-2017,Willian José,12
2016-2017,Andone,12
2016-2017,Gameiro,12
2016-2017,Benzema,11
2016-2017,Ben Yedder,11
2016-2017,Juanmi,11
2016-2017,Sergi Enrich,11
2016-2017,Sergio León,10
2016-2017,Isco,10
2016-2017,Carrasco,10
2016-2017,Bakambu,10
2016-2017,Raúl García,10
2016-2017,Piatti,10
2016-2017,Pedro León,10
2016-2017,Boateng,10
2016-2017,?op,9
2016-2017,Soriano,9
2016-2017,Carlos Vela,9
2016-2017,James Rodríguez,8
2016-2017,Fernando Torres,8
2016-2017,Sarabia,8
2016-2017,Sansone,8
2016-2017,Xabi Prieto,8
2016-2017,Szymanowski,8
2016-2017,Carmona,8
2016-2017,Iborra,7
2016-2017,Kodro,7
2016-2017,Jonathan Viera,7
2016-2017,Kike,7
2016-2017,Adrián González,7
2016-2017,Deyverson,7
2016-2017,Rakiti?,7
2016-2017,Vázquez,7
2016-2017,Roberto Torres,7
2016-2017,Sergio Ramos,7
2016-2017,Bale,7
2016-2017,Muniain,7
2016-2017,Santi Mina,6
2016-2017,Pablo Fornals,6
2016-2017,Borges,6
2016-2017,Zaza,6
2016-2017,Leo Baptistão,6
2016-2017,Munir,6
2016-2017,Vietto,6
2016-2017,Joveti?,6
2016-2017,Alcácer,6
2016-2017,Rafinha,6
2016-2017,Vitolo,6
2016-2017,Andreas Pereira,5
2016-2017,Carcela,5
2016-2017,Kravets,5
2016-2017,Guerrero,5
2016-2017,Gabriel,5
2016-2017,Livaja,5
2016-2017,Lemos,5
2016-2017,Joselu,5
2016-2017,Parejo,5
2016-2017,Nani,5
2016-2017,Ibai Gómez,5
2016-2017,Williams,5
2016-2017,Manu Trigueros,5
2016-2017,Bruno Soriano,5
2016-2017,Rodrigo,5
2016-2017,Rossi,4
2016-2017,Bigas,4
2016-2017,Tana,4
2016-2017,Babel,4
2016-2017,Oriol Riera,4
2016-2017,Carlos Castro,4
2016-2017,Ramos,4
2016-2017,El Zhar,4
2016-2017,Luciano,4
2016-2017,Guidetti,4
2016-2017,Camacho,4
2016-2017,Edgar,4
2016-2017,San José,4
2016-2017,Soldado,4
2016-2017,Correa,4
2016-2017,Saúl,4
2016-2017,Koke,4
2016-2017,Correa,4
2016-2017,Casemiro,4
2016-2017,Garay,4
2016-2017,Wass,3
2016-2017,Carlos Soler,3
2016-2017,Bebé,3
2016-2017,Recio,3
2016-2017,Charles,3
2016-2017,Pione Sisto,3
2016-2017,Michael Santos,3
2016-2017,Inui,3
2016-2017,Sanabria,3
2016-2017,Jesé,3
2016-2017,Álex Alegría,3
2016-2017,Joaquín,3
2016-2017,Çolak,3
2016-2017,Mosquera,3
2016-2017,Douglas,3
2016-2017,Orellana,3
2016-2017,Momo,3
2016-2017,Iván Ramis,3
2016-2017,Mario Suárez,3
2016-2017,Jurado,3
2016-2017,Reyes,3
2016-2017,Asensio,3
2016-2017,Kroos,3
2016-2017,Arda Turan,3
2016-2017,Filipe Luis,3
2016-2017,Gaitán,3
2016-2017,Godín,3
2016-2017,Mercado,3
2016-2017,Bautista,3
2016-2017,André Gomes,3
2016-2017,Yuri,3
2016-2017,Hernán Pérez,3
2016-2017,Iñigo Martínez,3
2016-2017,Manu García,3
2016-2017,Katai,3
2016-2017,David López,3
2016-2017,Christian Santos,3
2016-2017,Camarasa,3
2016-2017,Zurutuza,3
2016-2017,Hugo Mallo,2
2016-2017,Jozabed,2
2016-2017,Cabral,2
2016-2017,Roncaglia,2
2016-2017,Araujo,2
2016-2017,Mateo García,2
2016-2017,Vicente Gómez,2
2016-2017,Mandi,2
2016-2017,Dani Ceballos,2
2016-2017,Rafa Navarro,2
2016-2017,Piccini,2
2016-2017,Guilherme,2
2016-2017,Kakuta,2
2016-2017,Sergio Álvarez,2
2016-2017,Unai López,2
2016-2017,Viguera,2
2016-2017,Bueno,2
2016-2017,Boga,2
2016-2017,Cuenca,2
2016-2017,Ponce,2
2016-2017,Steven,2
2016-2017,Rober Ibáñez,2
2016-2017,Traoré,2
2016-2017,Víctor,2
2016-2017,Nacho Cases,2
2016-2017,Moi Gómez,2
2016-2017,Burgui,2
2016-2017,Canella,2
2016-2017,Timor,2
2016-2017,Montoya,2
2016-2017,Medrán,2
2016-2017,Martin,2
2016-2017,Juankar,2
2016-2017,Pepe,2
2016-2017,Mangala,2
2016-2017,Nacho,2
2016-2017,Marcelo,2
2016-2017,Lucas Vázquez,2
2016-2017,Aleix Vidal,2
2016-2017,Ganso,2
2016-2017,Nasri,2
2016-2017,N'Zonzi,2
2016-2017,Pato,2
2016-2017,Santos Borré,2
2016-2017,Samu Castillejo,2
2016-2017,Jonathan dos Santos,2
2016-2017,Adrián López,2
2016-2017,Oyarzabal,2
2016-2017,Piqué,2
2016-2017,Lekue,2
2016-2017,Llorente,2
2016-2017,Laporte,2
2016-2017,Ontiveros,2
2016-2017,Jony,2
2016-2017,Escalante,2
2016-2017,Fran Rico,2
2016-2017,Juanpi Añor,2
2016-2017,Caicedo,2
2016-2017,Feddal,2
2016-2017,Sobrino,2
2016-2017,Krsti?i?,2
2016-2017,Laguardia,2
2016-2017,Alexis,2
2016-2017,Navarro,2
2016-2017,Rubén Pardo,1
2016-2017,Cejudo,1
2016-2017,Petros,1
2016-2017,Beauvue,1
2016-2017,Pezzella,1
2016-2017,Felipe Gutiérrez,1
2016-2017,Durmisi,1
2016-2017,Brašanac,1
2016-2017,Bruno,1
2016-2017,Hjulsager,1
2016-2017,David García,1
2016-2017,Radoja,1
2016-2017,Marcelo Díaz,1
2016-2017,Lemos,1
2016-2017,Pablo Hernández,1
2016-2017,Fontàs,1
2016-2017,Pape Diop,1
2016-2017,Bongonda,1
2016-2017,Álex Bergantiños,1
2016-2017,Roque Mesa,1
2016-2017,Carles Gil,1
2016-2017,Clerc,1
2016-2017,Albentosa,1
2016-2017,Wakaso,1
2016-2017,Lombán,1
2016-2017,Ingason,1
2016-2017,Olavide,1
2016-2017,Miguel Flaño,1
2016-2017,Fran Mérida,1
2016-2017,David García,1
2016-2017,?auši?,1
2016-2017,Berenguer,1
2016-2017,Vesga,1
2016-2017,Echiéjilé,1
2016-2017,Babin,1
2016-2017,Víctor Díaz,1
2016-2017,Siovas,1
2016-2017,Diego Rico,1
2016-2017,Mantovani,1
2016-2017,Machís,1
2016-2017,Insua,1
2016-2017,Sidnei,1
2016-2017,Lucas Pérez,1
2016-2017,Gayà,1
2016-2017,Lejeune,1
2016-2017,Bakkali,1
2016-2017,Víctor Ruiz,1
2016-2017,Jaume Costa,1
2016-2017,Álvaro,1
2016-2017,Pareja,1
2016-2017,Kiyotake,1
2016-2017,Carlos Fernández,1
2016-2017,Tiago,1
2016-2017,Savi?,1
2016-2017,Thomas,1
2016-2017,Umtiti,1
2016-2017,Mathieu,1
2016-2017,Mascherano,1
2016-2017,Jordi Alba,1
2016-2017,Denis Suárez,1
2016-2017,Varane,1
2016-2017,Modri?,1
2016-2017,Kova?i?,1
2016-2017,Danilo,1
2016-2017,João Cancelo,1
2016-2017,Illarramendi,1
2016-2017,Raúl Navas,1
2016-2017,Mariano,1
2016-2017,Beñat,1
2016-2017,Luis Hernández,1
2016-2017,Rosales,1
2016-2017,En-Nesyri,1
2016-2017,Chori Castro,1
2016-2017,Duda,1
2016-2017,Rubén Peña,1
2016-2017,Balenziaga,1
2016-2017,Luna,1
2016-2017,Dani García,1
2016-2017,Nano,1
2016-2017,Diego Reyes,1
2016-2017,De Marcos,1
2016-2017,Víctor Sánchez,1
2016-2017,Mikel Rico,1
2016-2017,Susaeta,1
2016-2017,Sabin Merino,1
2016-2017,Theo Hernández,1
2016-2017,Toquero,1
2016-2017,Javi Fuego,1
2017-2018,Messi,34
2017-2018,Cristiano Ronaldo,26
2017-2018,Luis Suárez,25
2017-2018,Iago Aspas,22
2017-2018,Stuani,21
2017-2018,Griezmann,19
2017-2018,Maxi Gómez,18
2017-2018,Bale,16
2017-2018,Rodrigo,16
2017-2018,Gerard Moreno,16
2017-2018,Willian José,15
2017-2018,Bacca,15
2017-2018,Zaza,13
2017-2018,Ángel,13
2017-2018,Santi Mina,12
2017-2018,Oyarzabal,12
2017-2018,Sergio León,11
2017-2018,Portu,11
2017-2018,Morales,10
2017-2018,Raúl García,10
2017-2018,Munir,10
2017-2018,Adrián López,9
2017-2018,Calleri,9
2017-2018,Aduriz,9
2017-2018,Bardhi,9
2017-2018,Ben Yedder,9
2017-2018,Bakambu,9
2017-2018,Paulinho,9
2017-2018,Coutinho,8
2017-2018,Correa,8
2017-2018,Sanabria,8
2017-2018,Charles,8
2017-2018,Kike,8
2017-2018,Leo Baptistão,8
2017-2018,Juanmi,8
2017-2018,Lucas Pérez,8
2017-2018,Rémy,8
2017-2018,Ibai Gómez,7
2017-2018,Williams,7
2017-2018,Illarramendi,7
2017-2018,Jorge Molina,7
2017-2018,Gameiro,7
2017-2018,Loren,7
2017-2018,Parejo,7
2017-2018,Isco,7
2017-2018,Muriel,7
2017-2018,Andone,6
2017-2018,Ünal,6
2017-2018,Boateng,6
2017-2018,Jordán,6
2017-2018,Sarabia,6
2017-2018,Asensio,6
2017-2018,Samu Castillejo,6
2017-2018,Rolán,5
2017-2018,Pione Sisto,5
2017-2018,Juanpe,5
2017-2018,Inui,5
2017-2018,Gabriel,5
2017-2018,Guedes,5
2017-2018,Kroos,5
2017-2018,Casemiro,5
2017-2018,Benzema,5
2017-2018,Fernando Torres,5
2017-2018,Sansone,5
2017-2018,Ivi,4
2017-2018,En-Nesyri,4
2017-2018,Chori Castro,4
2017-2018,Jonathan Viera,4
2017-2018,Guerrero,4
2017-2018,Eraso,4
2017-2018,Muniain,4
2017-2018,Canales,4
2017-2018,Wass,4
2017-2018,Markel Bergara,4
2017-2018,Nolito,4
2017-2018,Vázquez,4
2017-2018,Tello,4
2017-2018,Joaquín,4
2017-2018,Kondogbia,4
2017-2018,Lucas Vázquez,4
2017-2018,Sergio Ramos,4
2017-2018,Koke,4
2017-2018,Alcácer,4
2017-2018,Coke,3
2017-2018,Januzaj,3
2017-2018,Elustondo,3
2017-2018,Llorente,3
2017-2018,Xabi Prieto,3
2017-2018,Susaeta,3
2017-2018,Borges,3
2017-2018,Guidetti,3
2017-2018,Manu García,3
2017-2018,Sobrino,3
2017-2018,Pablo Hernández,3
2017-2018,Borja Valle,3
2017-2018,Adrián González,3
2017-2018,Pedraza,3
2017-2018,Olunga,3
2017-2018,Roger,3
2017-2018,Iván Ramis,3
2017-2018,Sergi Enrich,3
2017-2018,Dembélé,3
2017-2018,Diego Costa,3
2017-2018,Thomas,3
2017-2018,Mayoral,3
2017-2018,Nacho,3
2017-2018,Pablo Fornals,3
2017-2018,Carrasco,3
2017-2018,Fabián,3
2017-2018,Feddal,3
2017-2018,Banega,3
2017-2018,Lenglet,3
2017-2018,Amath,3
2017-2018,Orellana,3
2017-2018,Manu Trigueros,3
2017-2018,Christian Santos,2
2017-2018,Borja García,2
2017-2018,Timor,2
2017-2018,Sergio García,2
2017-2018,Piatti,2
2017-2018,Jonny,2
2017-2018,Laguardia,2
2017-2018,Medrán,2
2017-2018,Amrabat,2
2017-2018,Fede Cartabia,2
2017-2018,Brašanac,2
2017-2018,Bustinza,2
2017-2018,Diego Rico,2
2017-2018,Szymanowski,2
2017-2018,Schär,2
2017-2018,Aday,2
2017-2018,Halilovi?,2
2017-2018,Borja Bastón,2
2017-2018,Vitolo,2
2017-2018,Beauvue,2
2017-2018,Arbilla,2
2017-2018,El Zhar,2
2017-2018,Cala,2
2017-2018,Jordi Alba,2
2017-2018,Piqué,2
2017-2018,Denis Suárez,2
2017-2018,Saúl,2
2017-2018,Dani Ceballos,2
2017-2018,Portillo,2
2017-2018,Marcelo,2
2017-2018,Vietto,2
2017-2018,Mario Gaspar,2
2017-2018,Raba,2
2017-2018,Achraf,2
2017-2018,Víctor Ruiz,2
2017-2018,Boudebouz,2
2017-2018,Campbell,2
2017-2018,Durmisi,2
2017-2018,Junior Firpo,2
2017-2018,Guardado,2
2017-2018,Layún,2
2017-2018,Ganso,2
2017-2018,Kjær,2
2017-2018,Cheryshev,2
2017-2018,Iñigo Martínez,1
2017-2018,Kevin Rodrigues,1
2017-2018,Héctor Moreno,1
2017-2018,Etxeita,1
2017-2018,Zubeldia,1
2017-2018,Córdoba,1
2017-2018,De Marcos,1
2017-2018,Carlos Vela,1
2017-2018,Bautista,1
2017-2018,Cabral,1
2017-2018,Postigo,1
2017-2018,Pazzini,1
2017-2018,Jason,1
2017-2018,Doukouré,1
2017-2018,Chema,1
2017-2018,Campaña,1
2017-2018,Emre Mor,1
2017-2018,Brais Méndez,1
2017-2018,Sergi Gómez,1
2017-2018,Unai Núñez,1
2017-2018,Rochina,1
2017-2018,San José,1
2017-2018,Albentosa,1
2017-2018,Demirovi?,1
2017-2018,Rosales,1
2017-2018,Recio,1
2017-2018,Ideye,1
2017-2018,Diego González,1
2017-2018,Baysse,1
2017-2018,Tana,1
2017-2018,Erik,1
2017-2018,David García,1
2017-2018,Sidnei,1
2017-2018,Alexis,1
2017-2018,Navarro,1
2017-2018,Çolak,1
2017-2018,Zaldúa,1
2017-2018,Mantovani,1
2017-2018,Gumbau,1
2017-2018,Naranjo,1
2017-2018,Siovas,1
2017-2018,Rodrigo Ely,1
2017-2018,Pina,1
2017-2018,Burgui,1
2017-2018,Luisinho,1
2017-2018,Hermoso,1
2017-2018,Vesga,1
2017-2018,David López,1
2017-2018,Javi García,1
2017-2018,Rubén Castro,1
2017-2018,Bartra,1
2017-2018,Mandi,1
2017-2018,Rodri,1
2017-2018,Roger Martínez,1
2017-2018,Nacho Vidal,1
2017-2018,Coquelin,1
2017-2018,Andreas Pereira,1
2017-2018,Francis,1
2017-2018,Modri?,1
2017-2018,Giménez,1
2017-2018,Aleix Vidal,1
2017-2018,Sergi Roberto,1
2017-2018,Umtiti,1
2017-2018,Rakiti?,1
2017-2018,Iniesta,1
2017-2018,Deulofeu,1
2017-2018,Busquets,1
2017-2018,Granero,1
2017-2018,Filipe Luis,1
2017-2018,Camarasa,1
2017-2018,Carlos Soler,1
2017-2018,Iván Alejo,1
2017-2018,Correa,1
2017-2018,Lozano,1
2017-2018,Granell,1
2017-2018,Aleix García,1
2017-2018,Alcalá,1
2017-2018,Rubén Peña,1
2017-2018,Lombán,1
2017-2018,Gálvez,1
2017-2018,Escalante,1
2017-2018,Darder,1
2017-2018,Álvaro,1
2017-2018,Olivera,1
2017-2018,Shibasaki,1
2017-2018,Fajr,1
2017-2018,Djené,1
2017-2018,Damián Suárez,1
2017-2018,Arambarri,1
2017-2018,N'Zonzi,1
2017-2018,Pizarro,1
2017-2018,Krohn-Dehli,1
2017-2018,Jesús Navas,1
2017-2018,Carlos Fernández,1
